tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0159365,Cold Mountain,2003,154,"Adventure,Drama,History",7.2
tt0178868,Ringu,1998,96,"Horror,Mystery",7.2
tt0187393,The Patriot,2000,165,"Action,Drama,History",7.2
tt0200465,The Bank Job,2008,111,"Crime,Drama,Thriller",7.2
tt0203019,Men of Honor,2000,129,"Biography,Drama",7.2
tt0212720,A.I. Artificial Intelligence,2001,146,"Drama,Sci-Fi",7.2
tt0223897,Pay It Forward,2000,123,Drama,7.2
tt0234215,The Matrix Reloaded,2003,138,"Action,Sci-Fi",7.2
tt0235198,Audition,1999,115,"Drama,Horror,Mystery",7.2
tt0257360,About Schmidt,2002,125,"Comedy,Drama",7.2
tt0264616,Frailty,2001,100,"Crime,Drama,Thriller",7.2
tt0277434,We Were Soldiers,2002,138,"Action,Drama,History",7.2
tt0278504,Insomnia,2002,118,"Drama,Mystery,Thriller",7.2
tt0280707,Gosford Park,2001,137,"Comedy,Drama,Mystery",7.2
tt0289765,Red Dragon,2002,124,"Crime,Drama,Thriller",7.2
tt0293508,The Phantom of the Opera,2004,143,"Drama,Musical,Romance",7.2
tt0298203,8 Mile,2002,110,"Drama,Music",7.2
tt0299658,Chicago,2002,113,"Comedy,Crime,Musical",7.2
tt0309987,The Dreamers,2003,115,"Drama,Romance",7.2
tt0317219,Cars,2006,117,"Adventure,Animation,Comedy",7.2
tt0320661,Kingdom of Heaven,2005,144,"Action,Adventure,Drama",7.2
tt0332379,School of Rock,2003,109,"Comedy,Music",7.2
tt0335345,The Passion of the Christ,2004,127,Drama,7.2
tt0354899,The Science of Sleep,2006,105,"Comedy,Drama,Fantasy",7.2
tt0368909,Ong-Bak: The Thai Warrior,2003,108,"Action,Crime,Thriller",7.2
tt0372588,Team America: World Police,2004,98,"Action,Comedy",7.2
tt0376541,Closer,2004,104,"Drama,Romance",7.2
tt0390022,Friday Night Lights,2004,118,"Action,Drama,Sport",7.2
tt0393109,Brick,2005,110,"Action,Crime,Drama",7.2
tt0398808,Bridge to Terabithia,2007,96,"Drama,Family,Fantasy",7.2
tt0401711,"Paris, je t'aime",2006,120,"Comedy,Drama,Romance",7.2
tt0412019,Broken Flowers,2005,106,"Comedy,Drama,Mystery",7.2
tt0414993,The Fountain,2006,97,"Drama,Mystery,Romance",7.2
tt0435625,The Descent,2005,99,"Adventure,Horror,Thriller",7.2
tt0448134,Sunshine,2007,107,"Sci-Fi,Thriller",7.2
tt0455944,The Equalizer,2014,132,"Action,Crime,Thriller",7.2
tt0465538,Michael Clayton,2007,119,"Crime,Drama,Mystery",7.2
tt0478134,In the Valley of Elah,2007,121,"Crime,Drama,Mystery",7.2
tt0479143,Rocky Balboa,2006,102,"Action,Drama,Sport",7.2
tt0480249,I Am Legend,2007,101,"Action,Drama,Sci-Fi",7.2
tt0481499,The Croods,2013,98,"Adventure,Animation,Comedy",7.2
tt0488120,Fracture,2007,113,"Crime,Drama,Thriller",7.2
tt0832266,"Definitely, Maybe",2008,112,"Comedy,Drama,Romance",7.2
tt0884328,The Mist,2007,126,"Horror,Sci-Fi,Thriller",7.2
tt0898367,The Road,2009,111,"Adventure,Drama",7.2
tt0962736,The Young Victoria,2009,105,"Biography,Drama,History",7.2
tt1034303,Defiance,2008,137,"Action,Drama,History",7.2
tt11233960,The Unforgivable,2021,112,"Crime,Drama",7.2
tt11286314,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",7.2
tt1139328,The Ghost Writer,2010,128,"Crime,Drama,Mystery",7.2
tt1179933,10 Cloverfield Lane,2016,103,"Action,Drama,Horror",7.2
tt1186830,Agora,2009,127,"Adventure,Biography,Drama",7.2
tt1191111,Enter the Void,2009,161,"Drama,Fantasy",7.2
tt1192628,Rango,2011,107,"Action,Adventure,Animation",7.2
tt1212450,Lawless,2012,116,"Biography,Crime,Drama",7.2
tt1232829,21 Jump Street,2012,109,"Action,Comedy,Crime",7.2
tt1263670,Crazy Heart,2009,112,"Drama,Music,Romance",7.2
tt1289406,Harry Brown,2009,103,"Action,Crime,Drama",7.2
tt1300854,Iron Man 3,2013,130,"Action,Adventure,Sci-Fi",7.2
tt1302011,Kung Fu Panda 2,2011,90,"Action,Adventure,Animation",7.2
tt1322269,August: Osage County,2013,121,"Comedy,Drama",7.2
tt1327773,Lee Daniels' The Butler,2013,132,"Biography,Drama",7.2
tt1343092,The Great Gatsby,2013,143,"Drama,Romance",7.2
tt1379182,Dogtooth,2009,97,"Drama,Thriller",7.2
tt1392170,The Hunger Games,2012,142,"Action,Adventure,Sci-Fi",7.2
tt1412386,The Best Exotic Marigold Hotel,2011,124,"Comedy,Drama,Romance",7.2
tt1532503,Beginners,2010,105,"Comedy,Drama,Romance",7.2
tt1568911,War Horse,2011,146,"Action,Adventure,Drama",7.2
tt1638002,"Love, Rosie",2014,102,"Comedy,Romance",7.2
tt1638355,The Man from U.N.C.L.E.,2015,116,"Action,Adventure,Comedy",7.2
tt1655441,The Age of Adaline,2015,112,"Drama,Fantasy,Romance",7.2
tt1670345,Now You See Me,2013,115,"Crime,Mystery,Thriller",7.2
tt1714915,Only Lovers Left Alive,2013,123,"Comedy,Drama,Fantasy",7.2
tt1753383,A Dog's Purpose,2017,100,"Adventure,Comedy,Drama",7.2
tt1809398,Unbroken,2014,137,"Action,Biography,Drama",7.2
tt1839492,Ruby Sparks,2012,104,"Comedy,Drama,Fantasy",7.2
tt1912398,God Bless America,2011,105,"Comedy,Crime,Drama",7.2
tt1931533,Seven Psychopaths,2012,110,"Comedy,Crime",7.2
tt1981677,Pitch Perfect,2012,112,"Comedy,Music,Romance",7.2
tt2080374,Steve Jobs,2015,122,"Biography,Drama",7.2
tt2125435,Beasts of the Southern Wild,2012,93,"Adventure,Drama,Fantasy",7.2
tt2205697,Stuck in Love.,2012,97,"Comedy,Drama,Romance",7.2
tt2262227,The Book of Life,2014,95,"Adventure,Animation,Comedy",7.2
tt2401878,Anomalisa,2015,90,"Animation,Comedy,Drama",7.2
tt2402927,Carol,2015,118,"Drama,Romance",7.2
tt2671706,Fences,2016,139,Drama,7.2
tt2763304,T2 Trainspotting,2017,117,Drama,7.2
tt2820852,Furious 7,2015,137,"Action,Crime,Thriller",7.2
tt2866360,Coherence,2013,89,"Drama,Mystery,Sci-Fi",7.2
tt3850214,Dope,2015,103,"Adventure,Comedy,Crime",7.2
tt4276820,The Founder,2016,115,"Biography,Drama",7.2
tt4513678,Ghostbusters: Afterlife,2021,124,"Adventure,Comedy,Fantasy",7.2
tt4575576,Christopher Robin,2018,104,"Adventure,Comedy,Drama",7.2
tt4686844,The Death of Stalin,2017,107,"Comedy,Drama,History",7.2
tt4995790,The Square,2017,151,"Comedy,Drama",7.2
tt5093026,Papillon,2017,133,"Adventure,Biography,Crime",7.2
tt5478478,Hostiles,2017,134,"Drama,Western",7.2
tt6264654,Free Guy,2021,115,"Action,Adventure,Comedy",7.2
tt6266538,Vice,2018,132,"Biography,Comedy,Drama",7.2
tt6294822,The Post,2017,116,Drama,7.2
tt6334354,The Suicide Squad,2021,132,"Action,Adventure,Comedy",7.2
tt6472976,Five Feet Apart,2019,116,"Drama,Romance",7.2
tt8332922,A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",7.2
tt8847712,The French Dispatch,2021,107,"Comedy,Drama,Romance",7.2
tt0076752,The Spy Who Loved Me,1977,125,"Action,Adventure,Thriller",7.1
tt0082340,Escape from New York,1981,99,"Action,Adventure,Sci-Fi",7.1
tt0083791,The Dark Crystal,1982,93,"Adventure,Family,Fantasy",7.1
tt0083929,Fast Times at Ridgemont High,1982,90,"Comedy,Drama",7.1
tt0086066,The Outsiders,1983,91,"Crime,Drama",7.1
tt0086567,WarGames,1983,114,"Action,Drama,Sci-Fi",7.1
tt0087803,1984,1984,113,"Drama,Sci-Fi",7.1
tt0088993,Day of the Dead,1985,101,"Horror,Thriller",7.1
tt0089175,Fright Night,1985,106,"Fantasy,Horror",7.1
tt0091203,Highlander,1986,116,"Action,Adventure,Fantasy",7.1
tt0091419,Little Shop of Horrors,1986,94,"Comedy,Horror,Musical",7.1
tt0094012,Spaceballs,1987,96,"Adventure,Comedy,Sci-Fi",7.1
tt0094898,Coming to America,1988,117,"Comedy,Romance",7.1
tt0098554,Uncle Buck,1989,100,Comedy,7.1
tt0100405,Pretty Woman,1990,119,"Comedy,Romance",7.1
tt0103776,Batman Returns,1992,126,"Action,Crime,Fantasy",7.1
tt0107614,Mrs. Doubtfire,1993,125,"Comedy,Drama",7.1
tt0109831,Four Weddings and a Funeral,1994,117,"Comedy,Drama,Romance",7.1
tt0113409,In the Mouth of Madness,1994,95,"Drama,Fantasy,Horror",7.1
tt0113749,Mallrats,1995,94,"Comedy,Romance",7.1
tt0114694,Tommy Boy,1995,97,"Adventure,Comedy",7.1
tt0116365,The Frighteners,1996,110,"Comedy,Fantasy,Horror",7.1
tt0117060,Mission: Impossible,1996,110,"Action,Adventure,Thriller",7.1
tt0118617,Anastasia,1997,94,"Adventure,Animation,Drama",7.1
tt0120102,Seven Years in Tibet,1997,136,"Adventure,Biography,Drama",7.1
tt0120188,Three Kings,1999,114,"Action,Adventure,Comedy",7.1
tt0120611,Blade,1998,120,"Action,Horror,Sci-Fi",7.1
tt0120616,The Mummy,1999,124,"Action,Adventure,Fantasy",7.1
tt0120631,Ever After: A Cinderella Story,1998,121,"Comedy,Drama,Romance",7.1
tt0120794,The Prince of Egypt,1998,99,"Adventure,Animation,Drama",7.1
tt0120885,Wag the Dog,1997,97,"Comedy,Drama",7.1
tt0129387,There's Something About Mary,1998,119,"Comedy,Romance",7.1
tt0134847,Pitch Black,2000,109,"Action,Horror,Sci-Fi",7.1
tt0138097,Shakespeare in Love,1998,123,"Comedy,Drama,History",7.1
tt0163651,American Pie,1999,95,Comedy,7.1
tt0251160,John Q,2002,116,"Crime,Drama,Thriller",7.1
tt0266987,Spy Game,2001,126,"Action,Crime,Thriller",7.1
tt0276751,About a Boy,2002,101,"Comedy,Drama,Romance",7.1
tt0285742,Monster's Ball,2001,111,"Drama,Romance",7.1
tt0298130,The Ring,2002,115,"Horror,Mystery",7.1
tt0302886,Old School,2003,88,Comedy,7.1
tt0307987,Bad Santa,2003,92,"Comedy,Crime,Drama",7.1
tt0313542,Runaway Jury,2003,127,"Crime,Drama,Thriller",7.1
tt0337978,Live Free or Die Hard,2007,128,"Action,Thriller",7.1
tt0343818,"I, Robot",2004,115,"Action,Mystery,Sci-Fi",7.1
tt0345950,The SpongeBob SquarePants Movie,2004,87,"Adventure,Animation,Comedy",7.1
tt0357413,Anchorman: The Legend of Ron Burgundy,2004,94,Comedy,7.1
tt0365376,A Tale of Two Sisters,2003,114,"Drama,Horror,Mystery",7.1
tt0366551,Harold & Kumar Go to White Castle,2004,88,"Adventure,Comedy",7.1
tt0366627,The Jacket,2005,103,"Drama,Fantasy,Mystery",7.1
tt0377092,Mean Girls,2004,97,Comedy,7.1
tt0405296,A Scanner Darkly,2006,100,"Animation,Crime,Drama",7.1
tt0405422,The 40-Year-Old Virgin,2005,116,"Comedy,Romance",7.1
tt0418279,Transformers,2007,144,"Action,Adventure,Sci-Fi",7.1
tt0418689,Flags of Our Fathers,2006,135,"Action,Adventure,Drama",7.1
tt0433035,Real Steel,2011,127,"Action,Drama,Sci-Fi",7.1
tt0449088,Pirates of the Caribbean: At World's End,2007,169,"Action,Adventure,Fantasy",7.1
tt0452694,The Time Traveler's Wife,2009,107,"Comedy,Drama,Fantasy",7.1
tt0460740,Cashback,2006,102,"Comedy,Drama,Romance",7.1
tt0461770,Enchanted,2007,107,"Adventure,Animation,Comedy",7.1
tt0468489,Half Nelson,2006,106,Drama,7.1
tt0468492,The Host,2006,120,"Action,Drama,Horror",7.1
tt0473705,State of Play,2009,127,"Crime,Drama,Mystery",7.1
tt0480669,Timecrimes,2007,92,"Mystery,Sci-Fi,Thriller",7.1
tt0490215,Silence,2016,161,"Drama,History",7.1
tt0497465,Vicky Cristina Barcelona,2008,96,"Comedy,Drama,Romance",7.1
tt0758794,We Are Marshall,2006,131,"Drama,Sport",7.1
tt0770828,Man of Steel,2013,143,"Action,Adventure,Sci-Fi",7.1
tt0780511,Everybody's Fine,2009,100,"Adventure,Drama",7.1
tt0780521,The Princess and the Frog,2009,97,"Adventure,Animation,Comedy",7.1
tt0800039,Forgetting Sarah Marshall,2008,111,"Comedy,Drama,Romance",7.1
tt0804497,It's Kind of a Funny Story,2010,101,"Comedy,Drama,Romance",7.1
tt0810819,The Danish Girl,2015,119,"Biography,Drama,Romance",7.1
tt0822832,Marley & Me,2008,111,"Comedy,Drama,Family",7.1
tt0837562,Hotel Transylvania,2012,91,"Animation,Comedy,Family",7.1
tt0842926,The Kids Are All Right,2010,106,"Comedy,Drama,Romance",7.1
tt0914863,Unthinkable,2010,97,"Crime,Drama,Thriller",7.1
tt0985699,Valkyrie,2008,121,"Drama,History,Thriller",7.1
tt1051906,The Invisible Man,2020,124,"Drama,Horror,Mystery",7.1
tt1077258,Planet Terror,2007,105,"Action,Comedy,Fantasy",7.1
tt11083552,Wrath of Man,2021,119,"Action,Crime,Thriller",7.1
tt1124035,The Ides of March,2011,101,"Drama,Thriller",7.1
tt1172570,Bronson,2008,92,"Action,Biography,Crime",7.1
tt1178663,Whatever Works,2009,93,"Comedy,Romance",7.1
tt1204342,The Muppets,2011,120,"Adventure,Comedy,Family",7.1
tt1216487,The Girl Who Played with Fire,2009,129,"Action,Crime,Drama",7.1
tt1217209,Brave,2012,93,"Adventure,Animation,Comedy",7.1
tt1228987,Let Me In,2010,116,"Drama,Fantasy,Horror",7.1
tt1270262,The Devil's Double,2011,109,"Biography,Drama,Thriller",7.1
tt1334260,Never Let Me Go,2010,103,"Drama,Romance,Sci-Fi",7.1
tt1343727,Dredd,2012,95,"Action,Crime,Sci-Fi",7.1
tt1389137,We Bought a Zoo,2011,124,"Comedy,Drama,Family",7.1
tt1399683,Winter's Bone,2010,100,"Drama,Mystery",7.1
tt1403981,Remember Me,2010,113,"Drama,Romance",7.1
tt1489887,Booksmart,2019,102,Comedy,7.1
tt1527186,Melancholia,2011,135,"Drama,Sci-Fi",7.1
tt1560747,The Master,2012,138,Drama,7.1
tt1615147,Margin Call,2011,107,"Drama,Thriller",7.1
tt1706620,Snowpiercer,2013,126,"Action,Sci-Fi,Thriller",7.1
tt1714206,The Spectacular Now,2013,95,"Comedy,Drama,Romance",7.1
tt1860357,Deepwater Horizon,2016,107,"Action,Drama,History",7.1
tt1905041,Fast & Furious 6,2013,130,"Action,Crime,Thriller",7.1
tt1990314,Robot & Frank,2012,89,"Comedy,Crime,Drama",7.1
tt2005151,War Dogs,2016,114,"Biography,Comedy,Crime",7.1
tt2053463,Side Effects,2013,106,"Crime,Drama,Mystery",7.1
tt2179116,The Kings of Summer,2013,95,"Adventure,Comedy,Drama",7.1
tt2267968,Kung Fu Panda 3,2016,95,"Action,Adventure,Animation",7.1
tt2305051,Wild,2014,115,"Adventure,Biography,Drama",7.1
tt2359024,Blue Ruin,2013,90,"Crime,Drama,Thriller",7.1
tt2494362,Bone Tomahawk,2015,132,"Drama,Horror,Western",7.1
tt2692904,Locke,2013,85,Drama,7.1
tt2719848,Everest,2015,121,"Action,Adventure,Biography",7.1
tt2726560,The Longest Ride,2015,123,"Comedy,Drama,Romance",7.1
tt2771200,Beauty and the Beast,2017,129,"Adventure,Family,Fantasy",7.1
tt3322364,Concussion,2015,123,"Biography,Drama,Sport",7.1
tt3464902,The Lobster,2015,119,"Comedy,Drama,Romance",7.1
tt3470600,Sing,2016,108,"Animation,Comedy,Family",7.1
tt3532216,American Made,2017,115,"Action,Comedy,Crime",7.1
tt3640424,Allied,2016,124,"Action,Drama,Romance",7.1
tt3661210,The Dig,2021,112,"Biography,Drama,History",7.1
tt3716530,Elle,2016,130,"Crime,Drama,Thriller",7.1
tt3846674,To All the Boys I've Loved Before,2018,99,"Comedy,Drama,Romance",7.1
tt4160708,Don't Breathe,2016,88,"Crime,Horror,Thriller",7.1
tt4178092,The Gift,2015,108,"Drama,Mystery,Thriller",7.1
tt5052474,Sicario: Day of the Soldado,2018,122,"Action,Adventure,Crime",7.1
tt5657856,Brawl in Cell Block 99,2017,132,"Action,Crime,Drama",7.1
tt6343314,Creed II,2018,130,"Drama,Sport",7.1
tt6513120,Fighting with My Family,2019,108,"Biography,Comedy,Drama",7.1
tt6628394,Bad Times at the El Royale,2018,141,"Crime,Drama,Mystery",7.1
tt7395114,The Devil All the Time,2020,138,"Crime,Drama,Thriller",7.1
tt7740496,Nightmare Alley,2021,150,"Crime,Drama,Thriller",7.1
tt8097030,Turning Red,2022,100,"Adventure,Animation,Comedy",7.1
tt8772262,Midsommar,2019,148,"Drama,Horror,Mystery",7.1
tt9495224,Black Mirror: Bandersnatch,2018,90,"Drama,Fantasy,Mystery",7.1
tt9639470,Last Night in Soho,2021,116,"Drama,Horror,Mystery",7.1
tt9686708,The King of Staten Island,2020,136,"Comedy,Drama",7.1
tt0070723,Soylent Green,1973,97,"Crime,Mystery,Sci-Fi",7.0
tt0088128,Sixteen Candles,1984,93,"Comedy,Romance",7.0
tt0090863,The Color of Money,1986,119,"Drama,Sport",7.0
tt0092890,Dirty Dancing,1987,100,"Drama,Music,Romance",7.0
tt0093177,Hellraiser,1987,94,"Horror,Thriller",7.0
tt0102266,The Last Boy Scout,1991,105,"Action,Comedy,Crime",7.0
tt0103241,What About Bob?,1991,99,Comedy,7.0
tt0103772,Basic Instinct,1992,127,"Drama,Mystery,Thriller",7.0
tt0105793,Wayne's World,1992,94,"Comedy,Music",7.0
tt0106611,Cool Runnings,1993,98,"Adventure,Comedy,Family",7.0
tt0110478,Maverick,1994,127,"Action,Adventure,Comedy",7.0
tt0111282,Stargate,1994,116,"Action,Adventure,Sci-Fi",7.0
tt0113497,Jumanji,1995,104,"Adventure,Comedy,Family",7.0
tt0113540,Kids,1995,91,Drama,7.0
tt0116483,Happy Gilmore,1996,92,"Comedy,Sport",7.0
tt0116583,The Hunchback of Notre Dame,1996,91,"Animation,Drama,Family",7.0
tt0116629,Independence Day,1996,145,"Action,Adventure,Sci-Fi",7.0
tt0117008,Matilda,1996,98,"Comedy,Family,Fantasy",7.0
tt0117887,That Thing You Do!,1996,108,"Comedy,Drama,Music",7.0
tt0118655,Austin Powers: International Man of Mystery,1997,94,"Adventure,Comedy",7.0
tt0118887,Cop Land,1997,105,"Crime,Drama,Thriller",7.0
tt0119099,Fallen,1998,124,"Action,Crime,Drama",7.0
tt0120780,Out of Sight,1998,123,"Comedy,Crime,Drama",7.0
tt0120812,Rush Hour,1998,98,"Action,Comedy,Crime",7.0
tt0120889,What Dreams May Come,1998,113,"Drama,Fantasy,Romance",7.0
tt0120902,The X Files,1998,121,"Drama,Mystery,Sci-Fi",7.0
tt0139809,The Thirteenth Floor,1999,100,"Mystery,Sci-Fi,Thriller",7.0
tt0152930,Taxi,1998,86,"Action,Comedy,Crime",7.0
tt0164181,Stir of Echoes,1999,99,"Horror,Mystery,Thriller",7.0
tt0212338,Meet the Parents,2000,108,"Comedy,Romance",7.0
tt0237534,Brotherhood of the Wolf,2001,142,"Action,Adventure,Drama",7.0
tt0247745,Super Troopers,2001,100,"Comedy,Crime,Mystery",7.0
tt0270288,Confessions of a Dangerous Mind,2002,113,"Biography,Comedy,Crime",7.0
tt0311289,Holes,2003,117,"Adventure,Comedy,Drama",7.0
tt0317740,The Italian Job,2003,111,"Action,Crime,Thriller",7.0
tt0319343,Elf,2003,97,"Adventure,Comedy,Family",7.0
tt0320691,Underworld,2003,121,"Action,Fantasy,Thriller",7.0
tt0342258,Unleashed,2005,103,"Action,Crime,Drama",7.0
tt0360486,Constantine,2005,121,"Action,Fantasy,Horror",7.0
tt0369610,Jurassic World,2015,124,"Action,Adventure,Sci-Fi",7.0
tt0379217,Coffee and Cigarettes,2003,95,"Comedy,Drama,Music",7.0
tt0396269,Wedding Crashers,2005,119,"Comedy,Romance",7.0
tt0411477,Hellboy II: The Golden Army,2008,120,"Action,Adventure,Fantasy",7.0
tt0416508,Becoming Jane,2007,120,"Biography,Drama,Romance",7.0
tt0418763,Jarhead,2005,125,"Biography,Drama,War",7.0
tt0421206,Gridiron Gang,2006,125,"Biography,Crime,Drama",7.0
tt0423977,Charlie Bartlett,2007,97,"Comedy,Drama,Romance",7.0
tt0424136,Hard Candy,2005,104,"Drama,Thriller",7.0
tt0431197,The Kingdom,2007,110,"Action,Drama,Thriller",7.0
tt0431308,P.S. I Love You,2007,126,"Comedy,Drama,Romance",7.0
tt0445990,Invincible,2006,105,"Biography,Drama,Sport",7.0
tt0448115,Shazam!,2019,132,"Action,Adventure,Comedy",7.0
tt0472062,Charlie Wilson's War,2007,102,"Biography,Comedy,Drama",7.0
tt0478311,Knocked Up,2007,129,"Comedy,Romance",7.0
tt0758774,Body of Lies,2008,128,"Action,Drama,Thriller",7.0
tt0790724,Jack Reacher,2012,130,"Action,Mystery,Thriller",7.0
tt0800369,Thor,2011,115,"Action,Adventure,Fantasy",7.0
tt0816711,World War Z,2013,116,"Action,Adventure,Horror",7.0
tt0844471,Cloudy with a Chance of Meatballs,2009,90,"Adventure,Animation,Comedy",7.0
tt0887883,Burn After Reading,2008,96,"Comedy,Crime,Drama",7.0
tt0942385,Tropic Thunder,2008,107,"Action,Comedy,War",7.0
tt0948470,The Amazing Spider-Man,2012,136,"Action,Adventure,Sci-Fi",7.0
tt1019452,A Serious Man,2009,106,"Comedy,Drama",7.0
tt1028528,Death Proof,2007,127,"Action,Thriller",7.0
tt1029234,Martyrs,2008,99,Horror,7.0
tt1060277,Cloverfield,2008,85,"Action,Horror,Sci-Fi",7.0
tt1092026,Paul,2011,104,"Adventure,Comedy,Sci-Fi",7.0
tt1100089,Foxcatcher,2014,134,"Biography,Drama,History",7.0
tt11003218,Pig,2021,92,"Drama,Mystery,Thriller",7.0
tt1126590,Big Eyes,2014,106,"Biography,Crime,Drama",7.0
tt1135503,Julie & Julia,2009,123,"Biography,Drama,Romance",7.0
tt1148204,Orphan,2009,123,"Horror,Mystery,Thriller",7.0
tt1152836,Public Enemies,2009,140,"Action,Biography,Crime",7.0
tt1155056,"I Love You, Man",2009,105,"Comedy,Romance",7.0
tt1172049,Demolition,2015,101,"Comedy,Drama",7.0
tt1213663,The World's End,2013,109,"Comedy,Sci-Fi",7.0
tt1228705,Iron Man 2,2010,124,"Action,Adventure,Sci-Fi",7.0
tt1245526,RED,2010,111,"Action,Comedy,Crime",7.0
tt1259521,The Cabin in the Woods,2011,95,"Horror,Mystery,Thriller",7.0
tt1259528,Den of Thieves,2018,140,"Action,Crime,Drama",7.0
tt1282140,Easy A,2010,92,"Comedy,Drama,Romance",7.0
tt1340800,Tinker Tailor Soldier Spy,2011,127,"Drama,Mystery,Thriller",7.0
tt1355631,The Infiltrator,2016,127,"Biography,Crime,Drama",7.0
tt1355644,Passengers,2016,116,"Drama,Romance,Sci-Fi",7.0
tt1385826,The Adjustment Bureau,2011,106,"Romance,Sci-Fi,Thriller",7.0
tt1446714,Prometheus,2012,124,"Adventure,Mystery,Sci-Fi",7.0
tt1450321,Filth,2013,97,"Action,Comedy,Crime",7.0
tt1462758,Buried,2010,95,"Drama,Mystery,Thriller",7.0
tt1483013,Oblivion,2013,124,"Action,Adventure,Sci-Fi",7.0
tt1563738,One Day,2011,107,"Drama,Romance",7.0
tt1587310,Maleficent,2014,97,"Adventure,Family,Fantasy",7.0
tt1600196,The Drop,2014,106,"Crime,Drama,Thriller",7.0
tt1615160,The Foreigner,2017,113,"Action,Thriller",7.0
tt1623288,ParaNorman,2012,92,"Adventure,Animation,Comedy",7.0
tt1650062,Super 8,2011,112,"Action,Mystery,Sci-Fi",7.0
tt1655420,My Week with Marilyn,2011,99,"Biography,Drama",7.0
tt1706593,Chronicle,2012,89,"Action,Drama,Sci-Fi",7.0
tt1723121,We're the Millers,2013,110,"Comedy,Crime",7.0
tt1840417,The Words,2012,102,"Drama,Mystery,Romance",7.0
tt2222042,Love and Monsters,2020,109,"Action,Adventure,Comedy",7.0
tt2294449,22 Jump Street,2014,112,"Action,Comedy,Crime",7.0
tt2390361,Enough Said,2013,93,"Comedy,Drama,Romance",7.0
tt2660888,Star Trek Beyond,2016,122,"Action,Adventure,Sci-Fi",7.0
tt2937898,A Most Violent Year,2014,125,"Action,Crime,Drama",7.0
tt2990140,The Christmas Chronicles,2018,104,"Adventure,Comedy,Family",7.0
tt3007512,The Water Diviner,2014,111,"Drama,History,War",7.0
tt3079380,Spy,2015,120,"Action,Comedy",7.0
tt4062536,Green Room,2015,95,"Horror,Music,Thriller",7.0
tt4954522,Raw,2016,99,"Drama,Horror",7.0
tt5095030,Ant-Man and the Wasp,2018,118,"Action,Adventure,Comedy",7.0
tt5439796,Logan Lucky,2017,118,"Action,Comedy,Crime",7.0
tt5715874,The Killing of a Sacred Deer,2017,121,"Drama,Horror,Mystery",7.0
tt5848272,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,112,"Adventure,Animation,Comedy",7.0
tt6048922,Greyhound,2020,91,"Action,Drama,History",7.0
tt7959026,The Mule,2018,116,"Crime,Drama,Thriller",7.0
tt0059800,Thunderball,1965,130,"Action,Adventure,Thriller",6.9
tt0079501,Mad Max,1979,88,"Action,Adventure,Sci-Fi",6.9
tt0081633,Time Bandits,1981,116,"Adventure,Comedy,Fantasy",6.9
tt0082198,Conan the Barbarian,1982,129,"Action,Adventure,Fantasy",6.9
tt0083511,48 Hrs.,1982,96,"Action,Comedy,Crime",6.9
tt0088011,Romancing the Stone,1984,106,"Action,Adventure,Comedy",6.9
tt0092099,Top Gun,1986,110,"Action,Drama",6.9
